symbol,HEK293T_HS_rep1,HEK293T_HS_rep2,HEK293T_CTRL_rep1,HEK293T_CTRL_rep2,U2OS_ERR468934,U2OS_ERR468935,U2OS_ERR468936,U2OS_ERR468937,U2OS_ERR468932,U2OS_ERR468933
GPRC5C,8.610003444001379,6.490004218502742,8.229988889514999,8.229988889514999,6.698156336933697,7.560683463103014,10.37266529729287,6.303674096447114,8.132685670343394,7.731573912775364
GPRC5D,0.0,0.0,0.0,0.0,1.2503225162276237,0.8505768895990892,1.4558126733042625,2.071207203118337,0.903631741149266,1.117817915100053
GPRC5D-AS1,0.200000080000032,0.5400003510002281,0.9099987715016584,0.9099987715016584,5.894377576501653,6.710106573503925,5.368309232809469,4.322519380420878,5.963969491585155,4.937029125025232
GPRC6A,0.0200000080000032,0.0,0.0599999190001093,0.0599999190001093,0.0,0.0,0.0,0.0,0.0,0.1863029858500088
GPRIN1,7.87000314800126,6.630004309502802,12.56998303052291,12.56998303052291,70.28598716222426,68.14065971121592,77.34004826928894,37.822044578682686,39.03689121764829,35.30441581857666
GPRIN2,0.1200000480000191,0.1500000975000633,0.0699999055001275,0.0699999055001275,0.2679262534773478,0.4725427164439383,0.454941460407582,0.4502624354605081,0.4518158705746329,0.3726059717000176
GPRIN3,2.7300010920004367,5.320003458002248,4.419994033008055,4.419994033008055,1.5182487697049711,1.3231196060430277,1.2738360891412297,0.2701574612763048,0.7229053929194127,0.931514929250044
GPS1,156.390062556025,131.1100852215554,114.66984519570896,114.66984519570896,238.63298309715785,261.97768199651944,245.48641203593127,265.65483692169977,297.9273850569129,292.0299303198888
GPS2,86.96003478401391,75.92004934803208,85.17988500715524,85.17988500715524,2.9471887882508265,3.8748502748402944,3.1845902228530742,3.061784561131456,3.4338006163672103,3.632908224075171
GPS2P1,3.730001492000597,3.220002093001361,1.3999981100025514,1.3999981100025514,0.5358525069546957,0.4725427164439383,1.091859504978197,0.2701574612763048,0.7229053929194127,0.3726059717000176
GPS2P2,0.0700000280000112,0.0600000390000253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPSM1,27.920011168004468,26.79001741351132,17.419976483031746,17.419976483031746,50.54875315605963,47.63230581754899,52.22727965479042,51.510022616682136,55.30226255833508,52.25798753092746
GPSM2,16.10000644000258,22.760014794009617,21.14997144753854,21.14997144753854,85.37916610811484,76.45741152062924,87.16678381409271,68.34983770290513,71.56763389902187,63.43616668192799
GPSM3,1.920000768000307,1.5200009880006422,0.2399996760004373,0.2399996760004373,10.6277413879348,12.947670430563912,11.737489678515615,14.138240473459955,12.650844376089722,10.246664221750482
GPT,2.300000920000368,3.4400022360014533,3.7299949645067976,3.7299949645067976,1.3396312673867392,1.0395939761766646,1.4558126733042625,2.971732074039354,4.427795531631404,3.167150759450149
GPT2,50.790020316008125,49.160031954020766,32.92995554456001,32.92995554456001,65.10607959499553,65.39991195584108,67.24034784824062,75.19382672190487,77.35087704237716,84.30210109712897
GPX1,199.10007964003185,157.00010205006637,172.79976672031492,172.79976672031492,114.31520148366842,132.6899947774579,114.0993182702216,147.23581639558617,172.14184668893515,148.11087375075698
GPX1P1,8.280003312001323,4.190002723501771,10.64998562251941,10.64998562251941,1.607557520864087,2.079187952353329,1.2738360891412297,1.710997254749931,1.7169003081836052,0.7452119434000352
GPX1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0909882920815164,0.0,0.0,0.0
GPX2,0.2600001040000416,0.8300005395003507,1.559997894002843,1.559997894002843,0.0893087511591159,0.0945085432887876,0.454941460407582,0.4502624354605081,0.4518158705746329,0.0931514929250044
GPX3,25.090010036004017,21.98001428700929,21.09997151503845,21.09997151503845,40.27824677276129,42.81237010982082,39.67089534754116,53.58122981980047,47.44066641033646,55.611441276227616
